uid,id,nature,objet,codeCPV,procedure,dureeMois,dateNotification,datePublicationDonnees,montant,offresRecues,donneesActuelles,sourceDataset,acheteur_id,acheteur_nom,acheteur_departement_code,acheteur_categorie,titulaire_id,titulaire_typeIdentifiant,titulaire_nom,lieuExecution_code,lieuExecution_typeCode
214401622000112024EkxM2rCECS00,2024EkxM2rCECS00,Marché,"Lot 3: Fourniture, maintenance et prestation sur l’environnement poste clients TREND MICRO",72250000,Appel d'offres ouvert,48.0,2024-11-21,2025-02-05,300000.0,1.0,True,aife_dume,21440162200011,COMMUNE DE SAINT-HERBLAIN (MAIRIE),44,Commune,50026028600041,SIRET,ILLICO RESEAU,44,Code département
214401622000112024GjE2AdRXaH00,2024GjE2AdRXaH00,Marché,"Lot 1 : Fourniture, maintenance et prestation sur l’environnement firewall interne et firewall externe",72250000,Appel d'offres ouvert,48.0,2024-11-21,2025-02-05,300000.0,2.0,True,aife_dume,21440162200011,COMMUNE DE SAINT-HERBLAIN (MAIRIE),44,Commune,52975314700022,SIRET,APIXIT,44,Code département
24530044700084202323_023CC,202323_023CC,Marché,LOT 14 RIA BAT LOG 5 V&B,35111200,Procédure adaptée,11.0,2024-11-20,2024-11-20,58500.73,2.0,True,pes_marche_2024,24530044700084,COMMUNAUTE DE COMMUNES DU PAYS DE CHATEAU GONTIER (DEVELOPPEMENT ECONOMIQUE),53,Groupement de communes,75260089000012,SIRET,DESSAIGNE-S.C.F.,53204,Code postal
244400404001292024S00056,2024S00056,Marché,"Marché subséquent n° 50 – Pilotage projets IAM, Naonantes, Vie des assemblées",72250000,Appel d'offres ouvert,24.0,2024-11-19,2024-11-24,300000.0,3.0,True,atexo_nantes_metro,24440040400129,METROPOLE NANTES METROPOLE,44,Groupement de communes,47807136800029,SIRET,ODIMA GROUPE ONEPOINT,44,Code département
24720013200014202456447,202456447,Marché,Refonte des sites internet de la Ville du Mans et de Le Mans Métropole pour 4 ans,72413000,Procédure adaptée,48.0,2024-11-19,2024-11-25,170000.0,9.0,True,scrap_marches-publics.info,24720013200014,LE MANS METROPOLE COMMUNAUTE URBAINE,72,Groupement de communes,,,,72000,Code postal
174400002000542578123,2578123,Marché,Réalisation de prestations de mise en accessibilité de la communication au profit des services et établissements publics de l’État en Pays de la Loire - Mise en accessibilité de supports de communications écrits de type PDF,72000000,Appel d'offres ouvert,48.0,2024-11-18,2026-04-21,1000000.0,17.0,True,aife_dume,17440000200054,PREFECTURE DE REGION PAYS DE LA LOIRE (SECRETARIAT GEN POUR AFFAIRES REGIONALES),44,État,87939589500011,SIRET,DOCAXESS,85,Code département
174400002000542578123,2578123,Marché,Réalisation de prestations de mise en accessibilité de la communication au profit des services et établissements publics de l’État en Pays de la Loire - Mise en accessibilité de supports de communications écrits de type PDF,72000000,Appel d'offres ouvert,48.0,2024-11-18,2026-04-21,0.0,17.0,True,scrap_aife_dume,17440000200054,PREFECTURE DE REGION PAYS DE LA LOIRE (SECRETARIAT GEN POUR AFFAIRES REGIONALES),44,État,,,,85,Code département
174400002000542578127,2578127,Marché,Réalisation de prestations de mise en accessibilité de la communication au profit des services et établissements publics de l’État en Pays de la Loire - Mise en accessibilité de supports de communication écrits au format facile à lire et à comprendre (FALC) ,72000000,Appel d'offres ouvert,48.0,2024-11-18,2025-01-22,400000.0,17.0,True,aife_dume,17440000200054,PREFECTURE DE REGION PAYS DE LA LOIRE (SECRETARIAT GEN POUR AFFAIRES REGIONALES),44,État,79830451500041,SIRET,ATIPY (DIVERCITIES - AGENCE ADEQUAT - BISSAP),85,Code département
2444005520002624-1057430,24-1057430,Marché,"Marché négocié sans publicité et sans mise en concurrence relatif à la maintenance, hébergement et l’abonnement du Progiciel et du Portail Orphée",48219000,Procédure adaptée,48.0,2024-11-18,2024-11-19,160000.0,1.0,True,e-marchespublics.com_dematis,24440055200026,COMMUNAUTE DE COMMUNES DU PAYS D'ANCENIS,44,Groupement de communes,35384941700111,SIRET,C3RB INFORMATIQUE,44150,Code postal
200071900003082024037CLS000000,2024037CLS000000,Marché,Fourniture et intégration des équipements multimedias et audiovisuels  Travaux de rénovation de la scénographie la Ruche Géante à la Folie Finfarine,32320000,Procédure adaptée,7.0,2024-11-15,2024-11-22,46932.0,3.0,True,aife_dume,20007190000308,CC VENDEE GRAND LITTORAL,85,Groupement de communes,79079542100011,SIRET,DOMOVISUAL (SARL DOMOVISUAL),85440,Code postal
214400269000122024_24_01,2024_24_01,Marché,Acquisition d’équipements de sécurité: Lot 1: Vêtements de protection et de sécurité,35113400,Procédure adaptée,12.0,2024-11-15,2024-11-25,24000.0,3.0,True,e-marchespublics.com_dematis,21440026900012,COMMUNE DE CARQUEFOU (MAIRIE),44,Commune,39014556300032,SIRET,PROTECT'HOMS,44470,Code postal
21440182000011202409,202409,Marché,EVOLUTION ET MAINTENANCE VIDEOPROTECTION,32323500,Procédure adaptée,48.0,2024-11-15,2025-11-12,49338.0,1.0,True,pes_marche_2024,21440182000011,COMMUNE DE SAINT-MICHEL-CHEF-CHEF (MAIRIE),44,Commune,40770012900031,SIRET,TELEPHONE DE L'OUEST,44730,Code postal
244900015000112024ll7n30000000,2024ll7n30000000,Marché,PRESTATION DE VALORISATION DE DONNÉES LiDAR SUR LES ZONES URBAINES DU TERRITOIRE D’ANGERS LOIRE METROPOLE,72310000,Procédure adaptée,12.0,2024-11-15,2024-11-15,220999.0,,True,scrap_marches-securises.fr,24490001500011,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE,49,Groupement de communes,39510492000057,SIRET,HAMEL GEOMETRES-EXPERTS,49000,Code postal
19490970100303202409,202409,Marché,APPLICATION D’ANATOMIE EN LANGUE FRANÇAISE A DES FINS PEDAGOGIQUES POUR LES ETUDIANTS EN SANTE,48931000,Appel d'offres ouvert,48.0,2024-11-14,2024-11-22,183400.0,1.0,True,scrap_marches-publics.info,19490970100303,UNIVERSITE D'ANGERS,49,,,,,49000,Code postal
21440184600016202408081553,202408081553,Marché,CONTRAT D HEBERGEMENT MAINTENANCE ET DE PRESTATIONS ASSOCIEES DU LOGICIEL GEODP HALLES ET MARCHES,72267100,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-11-14,2024-11-19,80000.0,,True,pes_marche_2024,21440184600016,COMMUNE DE SAINT-NAZAIRE (MAIRIE),44,Commune,43299378000043,SIRET,SOGELINK,44184,Code commune
751245408000162024l1Uob66hZh00,2024l1Uob66hZh00,Marché,Intervention SSI,35000000,Procédure adaptée,6.0,2024-11-14,2026-05-20,35695.0,1.0,True,aife_dume,75124540800016,GIE GRAND OUEST,44,,39173469600282,SIRET,CEMIS SYSTEMES DE SECURITE INCENDIE (A.I.TEC),49,Code département
28720026500018202420243101,202420243101,Marché,SOLUTION DE SAUVEGARDE,72250000,Procédure adaptée,1.0,2024-11-13,2025-01-07,93855.0,,True,pes_marche_2024,28720026500018,SCE DEPARTEMENTAL INCENDIE ET SECOURS,72,,37856393600137,SIRET,OCI OUEST (OCI - OCI OUEST - ILIANE - P44),72190,Code postal
244900015000112024A24053P,2024A24053P,Marché,MAINTENANCE DU LOGICIEL ATHENEO ET PRESTATIONS ASSOCIEES,72267000,Procédure adaptée,60.0,2024-11-09,2024-11-21,220999.0,1.0,True,pes_marche_2024,24490001500011,COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE,49,Groupement de communes,38818506800102,SIRET,MISMO,49000,Code postal
214400202000132024-248403-00,2024-248403-00,Marché,"Achat de vêtements et chaussures de travail, d’équipements de protection individuelle (EPI) et de consommables habillement pour les agents de la ville de Bouguenais: Lot 3: Lot n°03 : Équipements de protection individuelleMontant annuel minimum en euros HT : 600Montant annuel maximum en euros HT : 4 500",35113400,Procédure adaptée,36.0,2024-11-08,2024-11-27,135000.0,4.0,True,e-marchespublics.com_dematis,21440020200013,COMMUNE DE BOUGUENAIS (MAIRIE),44,Commune,42242332700085,SIRET,ACTUEL'VET (ATOUT PRO),44340,Code postal
214400202000132024-248405-00,2024-248405-00,Marché,"Achat de vêtements et chaussures de travail, d’équipements de protection individuelle (EPI) et de consommables habillement pour les agents de la ville de Bouguenais: Lot 5: Lot n°05 :Vêtements et équipements de protection individuelle issus du réemploi ou de la réutilisationMontant annuel minimum en euros HT : 2 600Montant annuel maximum en euros HT : 13 400",35113400,Procédure adaptée,36.0,2024-11-08,2024-11-27,40200.0,4.0,True,e-marchespublics.com_dematis,21440020200013,COMMUNE DE BOUGUENAIS (MAIRIE),44,Commune,85680214500065,SIRET,VAMA-DOCKS,44340,Code postal
227200029000142024C24023,2024C24023,Marché,Fre & mise en place plateforme stages 3ème,72413000,Procédure adaptée,49.0,2024-11-08,2024-11-08,38100.0,2.0,True,pes_marche_2024,22720002900014,DEPARTEMENT DE LA SARTHE,72,Département,81195421300039,SIRET,MYFUTURE,72,Code département
275300010000122024DBA2SyqcXM00,2024DBA2SyqcXM00,Marché,EXTERNALISATION ET INFOGERANCE DE L’INFRASTRUCTURE IT DE MAYENNE HABITAT,72415000,Procédure avec négociation,84.0,2024-11-08,2024-11-20,1048416.3,7.0,True,aife_dume,27530001000012,OFFICE PUBLIC DE L HABITAT DU DEPARTEMENT DE LA MAYENNE (MAYENNE HABITAT),53,EPIC,87280339000030,SIRET,SIGMA INFORMATIQUE (SIGMA),53,Code département
385290309004542600239,2600239,Marché,"La consultation a pour objet l’accompagnement de la Direction de l’Environnement de Travail et des Systèmes d’Information (DETSI) et des métiers qu’elle sert, dans le développement et la mise en œuvre des offres de services de la Fabrique de la Donnée ADEME (FDLD) et « Reporting interne de gestion » (Reporting).",72000000,Appel d'offres restreint,48.0,2024-11-08,2024-11-22,9750000.0,5.0,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,70204275500182,SIRET,CGI FRANCE,85,Code département
385290309004542600249,2600249,Marché,"La consultation a pour objet l’accompagnement de la Direction de l’Environnement de Travail et des Systèmes d’Information (DETSI) et des métiers qu’elle sert, dans le développement et la mise en œuvre des offres de services de la Fabrique de la Donnée ADEME (FDLD) et « Reporting interne de gestion » (Reporting).",72000000,Appel d'offres restreint,48.0,2024-11-08,2024-11-22,9750000.0,5.0,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,47976684200724,SIRET,CAPGEMINI TECHNOLOGY SERVICES,85,Code département
385290309004542600254,2600254,Marché,"La consultation a pour objet l’accompagnement de la Direction de l’Environnement de Travail et des Systèmes d’Information (DETSI) et des métiers qu’elle sert, dans le développement et la mise en œuvre des offres de services de la Fabrique de la Donnée ADEME (FDLD) et « Reporting interne de gestion » (Reporting).",72000000,Appel d'offres restreint,48.0,2024-11-08,2024-11-22,9750000.0,5.0,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,41816609600069,SIRET,OCTO-TECHNOLOGY,85,Code département
385290309004542617124,2617124,Marché,"La consultation a pour objet l’accompagnement de la Direction de l’Environnement de Travail et des Systèmes d’Information (DETSI) et des métiers qu’elle sert, dans le développement et la mise en œuvre des offres de services de la Fabrique de la Donnée ADEME (FDLD) et « Reporting interne de gestion » (Reporting).",72000000,Appel d'offres restreint,48.0,2024-11-08,2024-12-09,13083333.33,5.0,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,84387520400011,SIRET,EKIMETRICS FRANCE,85,Code département
385290309004542617134,2617134,Marché,"La consultation a pour objet l’accompagnement de la Direction de l’Environnement de Travail et des Systèmes d’Information (DETSI) et des métiers qu’elle sert, dans le développement et la mise en œuvre des offres de services de la Fabrique de la Donnée ADEME (FDLD) et « Reporting interne de gestion » (Reporting).",72000000,Appel d'offres restreint,48.0,2024-11-08,2024-12-09,13083333.33,5.0,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,47976680000060,SIRET,CAPGEMINI CONSULTING ( ),85,Code département
385290309004542617139,2617139,Marché,"La consultation a pour objet l’accompagnement de la Direction de l’Environnement de Travail et des Systèmes d’Information (DETSI) et des métiers qu’elle sert, dans le développement et la mise en œuvre des offres de services de la Fabrique de la Donnée ADEME (FDLD) et « Reporting interne de gestion » (Reporting).",72000000,Appel d'offres restreint,48.0,2024-11-08,2024-12-09,13083333.33,5.0,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,41816609600069,SIRET,OCTO-TECHNOLOGY,85,Code département
385290309004542619744,2619744,Marché,"La présente consultation est lancée en vue de la conclusion d’un accord-cadre ayant pour objet l’accompagnement de la Direction de l’Environnement de Travail et des Systèmes d’Information (DETSI) et des métiers qu’elle sert, dans le développement et la mise en œuvre des offres de services de la Fabrique de la Donnée ADEME (FDLD) et « Reporting interne de gestion » (Reporting). - Prise en charge des infocentres",72000000,Appel d'offres ouvert,48.0,2024-11-08,2024-12-12,9750000.0,34.0,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,70204275500182,SIRET,CGI FRANCE,90,Code département
385290309004542619754,2619754,Marché,"La présente consultation est lancée en vue de la conclusion d’un accord-cadre ayant pour objet l’accompagnement de la Direction de l’Environnement de Travail et des Systèmes d’Information (DETSI) et des métiers qu’elle sert, dans le développement et la mise en œuvre des offres de services de la Fabrique de la Donnée ADEME (FDLD) et « Reporting interne de gestion » (Reporting). - Prise en charge des infocentres",72000000,Appel d'offres ouvert,48.0,2024-11-08,2024-12-12,9750000.0,34.0,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,47976684200724,SIRET,CAPGEMINI TECHNOLOGY SERVICES,90,Code département
385290309004542619759,2619759,Marché,"La présente consultation est lancée en vue de la conclusion d’un accord-cadre ayant pour objet l’accompagnement de la Direction de l’Environnement de Travail et des Systèmes d’Information (DETSI) et des métiers qu’elle sert, dans le développement et la mise en œuvre des offres de services de la Fabrique de la Donnée ADEME (FDLD) et « Reporting interne de gestion » (Reporting). - Prise en charge des infocentres",72000000,Appel d'offres ouvert,48.0,2024-11-08,2024-12-12,9750000.0,34.0,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,41816609600069,SIRET,OCTO-TECHNOLOGY,90,Code département
385290309004542619774,2619774,Marché,"La présente consultation est lancée en vue de la conclusion d’un accord-cadre ayant pour objet l’accompagnement de la Direction de l’Environnement de Travail et des Systèmes d’Information (DETSI) et des métiers qu’elle sert, dans le développement et la mise en œuvre des offres de services de la Fabrique de la Donnée ADEME (FDLD) et « Reporting interne de gestion » (Reporting). - Accompagnement pour développer l’offre de service « Fabrique de la donnée » et exploiter les données métiers",72000000,Appel d'offres ouvert,48.0,2024-11-08,2024-12-12,13083333.33,34.0,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,47976680000060,SIRET,CAPGEMINI CONSULTING ( ),90,Code département
385290309004542619784,2619784,Marché,"La présente consultation est lancée en vue de la conclusion d’un accord-cadre ayant pour objet l’accompagnement de la Direction de l’Environnement de Travail et des Systèmes d’Information (DETSI) et des métiers qu’elle sert, dans le développement et la mise en œuvre des offres de services de la Fabrique de la Donnée ADEME (FDLD) et « Reporting interne de gestion » (Reporting). - Accompagnement pour développer l’offre de service « Fabrique de la donnée » et exploiter les données métiers",72000000,Appel d'offres ouvert,48.0,2024-11-08,2024-12-12,13083333.33,34.0,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,84387520400011,SIRET,EKIMETRICS FRANCE,90,Code département
385290309004542619789,2619789,Marché,"La présente consultation est lancée en vue de la conclusion d’un accord-cadre ayant pour objet l’accompagnement de la Direction de l’Environnement de Travail et des Systèmes d’Information (DETSI) et des métiers qu’elle sert, dans le développement et la mise en œuvre des offres de services de la Fabrique de la Donnée ADEME (FDLD) et « Reporting interne de gestion » (Reporting). - Accompagnement pour développer l’offre de service « Fabrique de la donnée » et exploiter les données métiers",72000000,Appel d'offres ouvert,48.0,2024-11-08,2024-12-12,13083333.33,34.0,True,aife_dume,38529030900454,AGENCE DE L ENVIRONNEMENT ET DE LA MAITRISE DE L ENERGIE,49,EPIC,41816609600069,SIRET,OCTO-TECHNOLOGY,90,Code département
244400404001292024S00055,2024S00055,Marché, Maintenance et évolution de la solution PREVENTIEL de gestion de l’activité du service médecine préventive professionnelle (cf.pièces à télécharger),72267100,Marché passé sans publicité ni mise en concurrence préalable,48.0,2024-11-07,2024-11-24,200000.0,1.0,True,atexo_nantes_metro,24440040400129,METROPOLE NANTES METROPOLE,44,Groupement de communes,52250192300059,SIRET,VAL SOLUTIONS,44,Code département
200033298000152024M01524,2024M01524,Marché,REFONTE DU SITE INTERNET,72413000,Procédure adaptée,48.0,2024-11-06,2025-09-19,290635.2,13.0,True,pes_marche_2024,20003329800015,COMMUNAUTE DE COMMUNES DES COEVRONS,53,Groupement de communes,39242018800048,SIRET,MENTAL WORKS (INFOTOOLS IO-DOMAIN),53600,Code postal
200033298000152024M01524000000,2024M01524000000,Marché,Refonte du site internet de la Communauté de Communes des Coëvrons,72413000,Procédure adaptée,8.0,2024-11-06,2025-01-29,48658.8,,True,scrap_marches-securises.fr,20003329800015,COMMUNAUTE DE COMMUNES DES COEVRONS,53,Groupement de communes,39242018800048,SIRET,MENTAL WORKS (INFOTOOLS IO-DOMAIN),53600,Code postal
44212836900018242,242,Marché,"Fourniture, paramétrage, mise en oeuvre et maintenance d’une Solution digitale pour les Etats Des Lieux pour SILENE",48900000,Marché passé sans publicité ni mise en concurrence préalable,5.0,2024-11-06,2024-11-15,49960.0,1.0,True,aws_marches-publics.info,44212836900018,OFFICE PUBLIC DE L HABITAT  SILENE,44,EPIC,32459041300104,SIRET,AAREON FRANCE,44600,Code postal
