idweb,dateparution,datefindiffusion,datelimitereponse,nomacheteur,code_departement,famille,nature,nature_libelle,type_procedure,type_marche,type_avis,descripteur_libelle,objet,titulaire,annonce_lie,contractfolderid,etat,url_avis,donnees_format,cpv_principal,cpv_all,buyer_siret,buyer_cp,buyer_ville,amount_eur,duration_months,duration_source_field,date_attribution,date_publication_anterieure,notice_id_original,raw_source_file_group,notice_id,year,buyer_name_raw,buyer_name_normalized,objet_clean,buyer_siret_raw,buyer_siret_clean,buyer_siren_raw,buyer_siren_clean,buyer_siren_from_siret,cpv_clean,cpv_full8,cpv_div2,cpv_group3,cpv_class4,cpv_category5,cpv_is_missing,cpv_is_generic,amount_raw,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,amount_clean,duration_raw_boamp,flag_duration_suspect,duration_clean,duration_imputed_flag,category_id,category_label,buyer_siren_enriched,buyer_siret_enriched,buyer_enrichment_source,buyer_enrichment_confidence,buyer_enrichment_status,buyer_enrichment_score,buyer_enrichment_margin,buyer_enrichment_candidate_count,buyer_enrichment_name,buyer_enrichment_note,buyer_key,buyer_key_type,buyer_key_source,raw_trace_id
21-129937,2021-10-01,2021-11-02,,Ville de Nantes,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (assistance),assistance au management de projets digitaux d'information et de relation au citoyen,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-129937,legacy,72000000,72000000,,44094,Nantes cedex 1,214000.0,24.0,DUREE_MOIS,,,21-129937,data/raw/boamp_current,21-129937,2021,Ville de Nantes,ville nantes,assistance au management de projets digitaux d information et de relation au citoyen,,,,,,72000000,72000000,72,720,7200,72000,False,True,214000.0,0,0,0,214000.0,24.0,0,24.0,False,CAT02,IT Services & Consulting,214401093,21440109300015,previous_high_confidence_cache,HIGH,matched,100.0,27.0,8,COMMUNE DE NANTES,seeded from existing high-confidence buyer enrichment,SIREN:214401093,SIREN_ENRICHED,external_enrichment,BOAMP:21-129937
21-132073,2021-10-01,2021-10-26,,SDE35,35|44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,FOURNITURES,5|1|,Logiciel,La consultation consiste en l'acquisition et la maintenance (corrective et évolutive) d'une solution mutualisée dédiée à la gestion du PCRS du Département d'Ille-et-Vilaine. Cette plate,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-132073,legacy,48000000,48000000,,35236,Thorigne fouillard,,,,,,21-132073,data/raw/boamp_current,21-132073,2021,SDE35,sde35,la consultation consiste en l acquisition et la maintenance corrective et evolutive d une solution mutualisee dediee a la gestion du pcrs du departement d ille et vilaine cette plate,,,,,,48000000,48000000,48,480,4800,48000,False,True,,0,0,0,,,0,,True,CAT01,Software & Applications,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=sde35,NAME:sde35,NAME,normalized_buyer_name,BOAMP:21-132073
21-130016,2021-10-01,2021-11-29,,COMMUNAUTE DE COMMUNES DU SUD ESTUAIRE,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Télécommunications,"Téléphonie fixe, mobile et internet",Stella telecom|Agence Orange Entreprises Ouest Atlantique|Agence Orange Entreprises Ouest Atlantique|Société Française du Radiotéléphone (SFR),21-79179,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-130016,legacy,64210000,64210000|64212000|72400000,,44560,Paimboeuf,793664.18,,,2021-09-27,2021-06-15,21-130016,data/raw/boamp_current,21-130016,2021,COMMUNAUTE DE COMMUNES DU SUD ESTUAIRE,communaute communes sud estuaire,telephonie fixe mobile et internet,,,,,,64210000,64210000,64,642,6421,64210,False,False,793664.18,0,0,0,793664.18,,0,,True,CAT04,Telecom & Networks,244400586,24440058600065,previous_high_confidence_cache,HIGH,matched,100.0,64.4,3,COMMUNAUTE DE COMMUNES DU SUD ESTUAIRE (CCSE),seeded from existing high-confidence buyer enrichment,SIREN:244400586,SIREN_ENRICHED,external_enrichment,BOAMP:21-130016
21-130956,2021-10-02,2021-10-28,,Conseil régional des Pays de la Loire,44|49|53|72|85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Impression|Logiciel|Matériel d'imprimerie|Reprographie,LOCATION MAINTENANCE ET ENTRETIEN DES MATÉRIELS ET LOGICIELS D'IMPRESSION DANS LES SERVICES DE LA RÉGION DES PAYS DE LA LOIRE,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-130956,legacy,79800000,79800000|30120000|48970000,,44966,Nantes Cedex 9,,24.0,DUREE_MOIS,,,21-130956,data/raw/boamp_current,21-130956,2021,Conseil régional des Pays de la Loire,conseil regional pays loire,location maintenance et entretien des materiels et logiciels d impression dans les services de la region des pays de la loire,,,,,,79800000,79800000,79,798,7980,79800,False,False,,0,0,0,,24.0,0,24.0,False,CAT01,Software & Applications,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,81.3,,1,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment,SIREN:234400034,SIREN_ENRICHED,external_enrichment,BOAMP:21-130956
21-133433,2021-10-05,2021-10-22,2021-10-22T11:00:00+00:00,SYNDICAT MIXTE POUR LE DVLPT NUMERIQUE,72,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,SERVICES,5|1|,Informatique (maintenance serveurs et réseaux),Fourniture d'accès réseau sécuriséset d'une Infrastructure as a Service (IaaS),,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-133433,legacy,72700000,72700000,,72250,Parigné-l'Evêque,,,,,,21-133433,data/raw/boamp_current,21-133433,2021,SYNDICAT MIXTE POUR LE DVLPT NUMERIQUE,syndicat mixte dvlpt numerique,fourniture d acces reseau securiseset d une infrastructure as a service iaas,,,,,,72700000,72700000,72,727,7270,72700,False,False,,0,0,0,,,0,,True,CAT02,IT Services & Consulting,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=mixte dvlpt numerique,NAME:syndicat mixte dvlpt numerique,NAME,normalized_buyer_name,BOAMP:21-133433
21-132378,2021-10-06,2021-11-05,,CH LE MANS,72,JOUE,RECTIFICATIF,Rectificatif,,FOURNITURES,,Surveillance,"fourniture d'équipements de vidéoprotection et de contrôle des accès, prestations associées et maintenance pour le ght 72",,21-118586,,RECTIFICATIF,https://www.boamp.fr/pages/avis/?q=idweb:21-132378,legacy,35113300,35113300,,72037,Le mans cedex 09,,,,,,21-132378,data/raw/boamp_current,21-132378,2021,CH LE MANS,ch mans,fourniture d equipements de videoprotection et de controle des acces prestations associees et maintenance pour le ght 72,,,,,,35113300,35113300,35,351,3511,35113,False,False,,0,0,0,,,0,,True,CAT03,Cybersecurity,,,,,,,,,,,NAME:ch mans,NAME,normalized_buyer_name,BOAMP:21-132378
21-134258,2021-10-07,2021-12-31,,Université de Nantes,44,FNS,ATTRIBUTION,Résultat de marché,PROCEDURE_ADAPTE,SERVICES,|10|6,Informatique (prestations de services)|Informatique (maintenance serveurs et réseaux),"Accord-cadre à bons de commande, mono-attributaire, pour la mise en place d'une solution de vote dématérialisé et services associés au sein de l'Université de Nantes",NEOVOTE,21-96695,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-134258,legacy,48000000,48000000,,44035,Nantes cedex 1,100000.0,,,2021-09-09,,21-134258,data/raw/boamp_current,21-134258,2021,Université de Nantes,universite nantes,accord cadre a bons de commande mono attributaire pour la mise en place d une solution de vote dematerialise et services associes au sein de l universite de nantes,,,,,,48000000,48000000,48,480,4800,48000,False,True,100000.0,0,0,0,100000.0,,0,,True,CAT01,Software & Applications,130029747,13002974700016,previous_high_confidence_cache,HIGH,matched,100.0,34.1,2,NANTES UNIVERSITE,seeded from existing high-confidence buyer enrichment,SIREN:130029747,SIREN_ENRICHED,external_enrichment,BOAMP:21-134258
21-135182,2021-10-08,2021-11-15,2021-11-15T11:00:00+00:00,Régie Dépt Passages d'Eau de Vendée,85,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,SERVICES,5|1|,Informatique (maintenance serveurs et réseaux),"Infogérance des matériels, systèmes et logiciels informatiques",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-135182,legacy,72500000,72500000,,85550,LA BARRE DE MONTS,,,,,,21-135182,data/raw/boamp_current,21-135182,2021,Régie Dépt Passages d'Eau de Vendée,regie dept passages eau vendee,infogerance des materiels systemes et logiciels informatiques,,,,,,72500000,72500000,72,725,7250,72500,False,False,,0,0,0,,,0,,True,CAT02,IT Services & Consulting,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=regie dept passages eau vendee,NAME:regie dept passages eau vendee,NAME,normalized_buyer_name,BOAMP:21-135182
21-135932,2021-10-13,2022-01-08,,OFFICE FRANCAIS DE LA BIODIVERSITE,94|56|44|17,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Etude,OBSCAMe,,21-82013|21-95491|21-101873,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-135932,legacy,72310000,72310000|None,,94300,Vincennes,1750000.0,,,2021-10-04,2021-06-18,21-135932,data/raw/boamp_current,21-135932,2021,OFFICE FRANCAIS DE LA BIODIVERSITE,office francais biodiversite,obscame,,,,,,72310000,72310000,72,723,7231,72310,False,False,1750000.0,0,0,0,1750000.0,,0,,True,CAT03,Cybersecurity,130025919,13002591900015,previous_high_confidence_cache,HIGH,matched,100.0,8.4,2,OFFICE FRANCAIS DE LA BIODIVERSITE (OFB),seeded from existing high-confidence buyer enrichment,SIREN:130025919,SIREN_ENRICHED,external_enrichment,BOAMP:21-135932
21-136066,2021-10-13,2021-11-08,,Gcs E-Sante Pays de la Loire,44,JOUE,PRE-INFORMATION,Avis informatif,NEGOCIE,SERVICES,5||3,Logiciel,Fourniture d'une solution régionale d'émission dématérialisée de documents de santé par MSsanté à destination des professionnels ou des usagers et d'alimentation des DMP des usagers,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-136066,legacy,72212900,72212900,,44200,Nantes,,24.0,DUREE_MOIS,,,21-136066,data/raw/boamp_current,21-136066,2021,Gcs E-Sante Pays de la Loire,gcs e sante pays loire,fourniture d une solution regionale d emission dematerialisee de documents de sante par mssante a destination des professionnels ou des usagers et d alimentation des dmp des usagers,,,,,,72212900,72212900,72,722,7221,72212,False,False,,0,0,0,,24.0,0,24.0,False,CAT07,Digital Workplace & Collaboration,538208455,53820845500021,previous_high_confidence_cache,HIGH,matched,100.0,,1,GCS E-SANTE PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment,SIREN:538208455,SIREN_ENRICHED,external_enrichment,BOAMP:21-136066
21-136604,2021-10-14,2021-11-10,,Grand Lieu Communauté,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (matériel)|Informatique (prestations de services)|Informatique (assistance),Attribution de l'accord-cadre à bons de commande d'infogérance et fourniture de matériels informatiques,SYMEXO,21-97121,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-136604,legacy,72250000,72250000|None,,44118,La Chevrolière,1600000.0,,,2021-10-11,2021-07-12,21-136604,data/raw/boamp_current,21-136604,2021,Grand Lieu Communauté,grand lieu communaute,attribution de l accord cadre a bons de commande d infogerance et fourniture de materiels informatiques,,,,,,72250000,72250000,72,722,7225,72250,False,False,1600000.0,0,0,0,1600000.0,,0,,True,CAT03,Cybersecurity,244400438,24440043800127,previous_high_confidence_cache,HIGH,matched,100.0,37.5,4,GRAND LIEU COMMUNAUTE,seeded from existing high-confidence buyer enrichment,SIREN:244400438,SIREN_ENRICHED,external_enrichment,BOAMP:21-136604
21-137082,2021-10-15,2021-12-20,,Conseil régional des Pays de la Loire,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Informatique (matériel),Evolution des systèmes d'information et renouvellement des équipements pédagogiques numériques pour les BTS services informatiques aux organisations des lycées publics de la Région,AVITI,21-67771,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-137082,legacy,48800000,48800000,,44966,Nantes cedex,1300000.0,,,2021-10-08,2021-05-20,21-137082,data/raw/boamp_current,21-137082,2021,Conseil régional des Pays de la Loire,conseil regional pays loire,evolution des systemes d information et renouvellement des equipements pedagogiques numeriques pour les bts services informatiques aux organisations des lycees publics de la region,,,,,,48800000,48800000,48,488,4880,48800,False,False,1300000.0,0,0,0,1300000.0,,0,,True,CAT05,Cloud & Infrastructure,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,81.3,,1,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment,SIREN:234400034,SIREN_ENRICHED,external_enrichment,BOAMP:21-137082
21-137487,2021-10-15,2021-11-17,,Vendée Expansion,85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),Mise à disposition d'une solution de commercialisation d'offres touristiques,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-137487,legacy,72500000,72500000|None,,85005,La roche sur yon cedex,,12.0,DUREE_MOIS,,,21-137487,data/raw/boamp_current,21-137487,2021,Vendée Expansion,vendee expansion,mise a disposition d une solution de commercialisation d offres touristiques,,,,,,72500000,72500000,72,725,7250,72500,False,False,,0,0,0,,12.0,0,12.0,False,CAT02,IT Services & Consulting,546650169,54665016900057,previous_high_confidence_cache,HIGH,matched,100.0,0.0,10,VENDEE EXPANSION - SEM,seeded from existing high-confidence buyer enrichment,SIREN:546650169,SIREN_ENRICHED,external_enrichment,BOAMP:21-137487
21-137461,2021-10-15,2021-11-15,,Communauté de Cnes Terres de Montaigu,85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,TRAVAUX,5|1|,Télésurveillance,installation d'un système de vidéoprotection urbaine sur le territoire de terres de montaigu,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-137461,legacy,45200000,45200000|32323500,,85607,MONTAIGU-VENDEE Cedex,1600000.0,12.0,DUREE_MOIS,,,21-137461,data/raw/boamp_current,21-137461,2021,Communauté de Cnes Terres de Montaigu,communaute cnes terres montaigu,installation d un systeme de videoprotection urbaine sur le territoire de terres de montaigu,,,,,,45200000,45200000,45,452,4520,45200,False,False,1600000.0,0,0,0,1600000.0,12.0,0,12.0,False,CAT_UNKNOWN,Unknown,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=communaute cnes terres montaigu,NAME:communaute cnes terres montaigu,NAME,normalized_buyer_name,BOAMP:21-137461
21-138241,2021-10-16,2021-11-17,,DEPARTEMENT DE LA SARTHE,72,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),"Fourniture et maintenance des composants logiciels du système d'information décisionnel (Bo, 360 et Talend) pour les besoins du Département de la Sarthe",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-138241,legacy,72267100,72267100,,72072,Le Mans,,48.0,DUREE_MOIS,,,21-138241,data/raw/boamp_current,21-138241,2021,DEPARTEMENT DE LA SARTHE,departement sarthe,fourniture et maintenance des composants logiciels du systeme d information decisionnel bo 360 et talend pour les besoins du departement de la sarthe,,,,,,72267100,72267100,72,722,7226,72267,False,False,,0,0,0,,48.0,0,48.0,False,CAT02,IT Services & Consulting,227200029,22720002900014,previous_high_confidence_cache,HIGH,matched,100.0,,1,DEPARTEMENT DE LA SARTHE,seeded from existing high-confidence buyer enrichment,SIREN:227200029,SIREN_ENRICHED,external_enrichment,BOAMP:21-138241
21-138586,2021-10-17,2022-01-12,,COM D AGGLO REG NAZAIRIENNE ESTUAIRE,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Logiciel,2021041215mc - Acquisition et maintenance d'un logiciel de gestion de la relation client type Crm (Customer Relationship Management),Coperbee,21-67958,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-138586,legacy,72200000,72200000|48219300,,44605,Saint-Nazaire,1400000.0,,,2021-10-01,2021-05-25,21-138586,data/raw/boamp_current,21-138586,2021,COM D AGGLO REG NAZAIRIENNE ESTUAIRE,com agglo reg nazairienne estuaire,2021041215mc acquisition et maintenance d un logiciel de gestion de la relation client type crm customer relationship management,,,,,,72200000,72200000,72,722,7220,72200,False,False,1400000.0,0,0,0,1400000.0,,0,,True,CAT02,IT Services & Consulting,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=com agglo reg nazairienne estuaire,NAME:com agglo reg nazairienne estuaire,NAME,normalized_buyer_name,BOAMP:21-138586
21-138343,2021-10-17,2021-12-01,,TERRITOIRE D'ENERGIE MAYENNE,53|35|44|49|72|69|75|92,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Informatique (matériel),"Fourniture, mise en oeuvre et maintenance de la plateforme d'hébergement et de stockage, de diffusion et de mise à jour du Plan corps de rue simplifié (PCRS) de la Mayenne",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-138343,legacy,48800000,48800000|None,,53810,Changé,,108.0,DUREE_MOIS,,,21-138343,data/raw/boamp_current,21-138343,2021,TERRITOIRE D'ENERGIE MAYENNE,territoire energie mayenne,fourniture mise en oeuvre et maintenance de la plateforme d hebergement et de stockage de diffusion et de mise a jour du plan corps de rue simplifie pcrs de la mayenne,,,,,,48800000,48800000,48,488,4880,48800,False,False,,0,0,0,,108.0,0,108.0,False,CAT05,Cloud & Infrastructure,200082477,20008247700015,previous_high_confidence_cache,HIGH,matched,99.2,33.9,2,TERRITOIRE D'ENERGIE MAYENNE (TE53),seeded from existing high-confidence buyer enrichment,SIREN:200082477,SIREN_ENRICHED,external_enrichment,BOAMP:21-138343
21-139293,2021-10-20,2021-12-25,,CH LE MANS,72,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Logiciel,"Acquisition, abonnement, prestations diverses et maintenance de logiciels divers pour les établissements du GHT 72",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-139293,legacy,48000000,48000000,,72037,Le mans cedex 09,,48.0,DUREE_MOIS,,,21-139293,data/raw/boamp_current,21-139293,2021,CH LE MANS,ch mans,acquisition abonnement prestations diverses et maintenance de logiciels divers pour les etablissements du ght 72,,,,,,48000000,48000000,48,480,4800,48000,False,True,,0,0,0,,48.0,0,48.0,False,CAT01,Software & Applications,,,,,,,,,,,NAME:ch mans,NAME,normalized_buyer_name,BOAMP:21-139293
21-141754,2021-10-21,2021-11-20,2021-11-18T11:00:00+00:00,Vendée Grand Littoral,85,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,TRAVAUX,5|1|,Audiovisuel|Electricité (travaux)|Matériel phonique|Menuiserie|Revêtements de sols|Sonorisation|Equipement muséographique,Travaux d'aménagement scénographique de la maison d'interprétation du Patrimoine naturel de la Grenouillère,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-141754,legacy,45421000,45421000|45432100|45311200|32320000|92111100|92312200,,85440,Talmont Saint Hilaire,,5.0,DUREE_MOIS,,,21-141754,data/raw/boamp_current,21-141754,2021,Vendée Grand Littoral,vendee grand littoral,travaux d amenagement scenographique de la maison d interpretation du patrimoine naturel de la grenouillere,,,,,,45421000,45421000,45,454,4542,45421,False,False,,0,0,0,,5.0,0,5.0,False,CAT01,Software & Applications,200071900,20007190000308,previous_high_confidence_cache,HIGH,matched,100.0,8.0,4,CC VENDEE GRAND LITTORAL,seeded from existing high-confidence buyer enrichment,SIREN:200071900,SIREN_ENRICHED,external_enrichment,BOAMP:21-141754
21-141238,2021-10-21,2022-01-03,2021-11-26T14:00:00+00:00,Cté de Communes de la Région de Blain,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,SERVICES,5|1|,Consommables informatiques|Informatique (matériel)|Informatique (prestations de services)|Informatique (assistance)|Informatique (maintenance serveurs et réseaux),"Infogérance, pilotage du système d'information et achat de matériel informatique",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-141238,legacy,,None|72110000,,44130,Blain,,48.0,DUREE_MOIS,,,21-141238,data/raw/boamp_current,21-141238,2021,Cté de Communes de la Région de Blain,cte communes region blain,infogerance pilotage du systeme d information et achat de materiel informatique,,,,,,,,,,,,True,False,,0,0,0,,48.0,0,48.0,False,CAT02,IT Services & Consulting,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,71.9,3.6,6,COMICE AGRICOLE DE LA REGION DE BLAIN,query=region blain,NAME:cte communes region blain,NAME,normalized_buyer_name,BOAMP:21-141238
21-138461,2021-10-21,2021-12-20,,CD 44,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Matériel de sécurité|Matériel médical,"acquisition de masques chirurgicaux, de protection respiratoire (ffp2) et de protection à usage non sanitaire de première catégorie (uns1) pour le département de loire-atlantique",ESAT LES ATELIERS DU LANDAS|CREATION CANTIN ROZEN,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-138461,legacy,35113400,35113400|None,,,NANTES,4000000.0,,,2021-10-04,2021-05-26,21-138461,data/raw/boamp_current,21-138461,2021,CD 44,cd 44,acquisition de masques chirurgicaux de protection respiratoire ffp2 et de protection a usage non sanitaire de premiere categorie uns1 pour le departement de loire atlantique,,,,,,35113400,35113400,35,351,3511,35113,False,False,4000000.0,0,0,0,4000000.0,,0,,True,CAT03,Cybersecurity,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,53.5,26.6,8,CD 44 (CD 44) (CD 44),query=cd 44,NAME:cd 44,NAME,normalized_buyer_name,BOAMP:21-138461
21-142218,2021-10-24,2021-11-23,,préfet de la région Pays de la Loire,44|49|53|72|85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services)|Prestations de services,Prestations d'archivage pour les services et établissements publics de l'État en Pays de la Loire,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-142218,legacy,79995100,79995100|72252000,,44035,Nantes cedex 1,139000.0,12.0,DUREE_MOIS,,,21-142218,data/raw/boamp_current,21-142218,2021,préfet de la région Pays de la Loire,prefet region pays loire,prestations d archivage pour les services et etablissements publics de l etat en pays de la loire,,,,,,79995100,79995100,79,799,7999,79995,False,False,139000.0,0,0,0,139000.0,12.0,0,12.0,False,CAT_UNKNOWN,Unknown,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,88.9,,1,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment,SIREN:234400034,SIREN_ENRICHED,external_enrichment,BOAMP:21-142218
21-143183,2021-10-25,2021-11-26,2021-11-26T11:00:00+00:00,Nantes Métropole,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,SERVICES,5|1|,Informatique (maintenance serveurs et réseaux),maintenance et extension du parc de logiciel qlik pour le compte de nantes métropole,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-143183,legacy,48000000,48000000,,44094,Nantes cedex 1,,48.0,DUREE_MOIS,,,21-143183,data/raw/boamp_current,21-143183,2021,Nantes Métropole,nantes metropole,maintenance et extension du parc de logiciel qlik pour le compte de nantes metropole,,,,,,48000000,48000000,48,480,4800,48000,False,True,,0,0,0,,48.0,0,48.0,False,CAT01,Software & Applications,794304097,79430409700023,api_recherche_entreprises_current,HIGH,matched,92.2,4.2,10,TAXIS NANTES METROPOLE,query=nantes metropole,SIREN:794304097,SIREN_ENRICHED,external_enrichment,BOAMP:21-143183
21-143481,2021-10-26,2021-12-01,2021-11-10T11:00:00+00:00,SCA/PFAF SO,31|19|38|68|56|57|88|63|72,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,FOURNITURES,5|1|,Armement,Le présent marché public est passé selon une procédure adaptée conformément aux dispositions des articles L2123 ainsi qu'à l'article R2323-1 du code.,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-143481,legacy,32323300,32323300,,33000,Bordeaux,160000.0,,,,,21-143481,data/raw/boamp_current,21-143481,2021,SCA/PFAF SO,sca pfaf so,le present marche public est passe selon une procedure adaptee conformement aux dispositions des articles l2123 ainsi qu a l article r2323 1 du code,,,,,,32323300,32323300,32,323,3232,32323,False,False,160000.0,0,0,0,160000.0,,0,,True,CAT04,Telecom & Networks,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=sca pfaf so,NAME:sca pfaf so,NAME,normalized_buyer_name,BOAMP:21-143481
21-143149,2021-10-27,2021-12-25,,LA ROCHE-SUR-YON AGGLOMERATION,85,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,FOURNITURES,|10|6,Audiovisuel|Eclairage public|Instruments de musique|Matériel de manutention|Matériel scénique|Sonorisation,equipements scéniques de la salle de musique actuelle de la roche-sur-yon - quai m,CONCEPT AUDIOVISUEL|CONCEPT AUDIOVISUEL|MULTISCENIC|MELPOMEN|VENDEE MUSIQUE|ACCES INDUSTRIES,21-63730,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-143149,legacy,37320000,37320000|32342410|34990000|32321300|92214000|48952000|42410000,,85000,La Roche-sur-Yon,1810000.0,,,2021-10-07,2021-05-14,21-143149,data/raw/boamp_current,21-143149,2021,LA ROCHE-SUR-YON AGGLOMERATION,roche yon agglomeration,equipements sceniques de la salle de musique actuelle de la roche sur yon quai m,,,,,,37320000,37320000,37,373,3732,37320,False,False,1810000.0,0,0,0,1810000.0,,0,,True,CAT_UNKNOWN,Unknown,248500589,24850058900317,previous_high_confidence_cache,HIGH,matched,100.0,39.1,9,LA ROCHE-SUR-YON AGGLOMERATION,seeded from existing high-confidence buyer enrichment,SIREN:248500589,SIREN_ENRICHED,external_enrichment,BOAMP:21-143149
21-142703,2021-10-27,2021-12-22,,CHAMBRE REG AGRI PAYS DE LA LOIRE,14|35|71|49|75,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Logiciel,Développement d'une application de gestion des données et d'une base de données des 8 fermes expérimentales du réseau F@rm XP,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-142703,legacy,72212222,72212222|None,,49105,ANGERS,300000.0,18.0,DUREE_MOIS,,,21-142703,data/raw/boamp_current,21-142703,2021,CHAMBRE REG AGRI PAYS DE LA LOIRE,chambre reg agri pays loire,developpement d une application de gestion des donnees et d une base de donnees des 8 fermes experimentales du reseau f rm xp,,,,,,72212222,72212222,72,722,7221,72212,False,False,300000.0,0,0,0,300000.0,18.0,0,18.0,False,CAT07,Digital Workplace & Collaboration,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=chambre reg agri pays loire,NAME:chambre reg agri pays loire,NAME,normalized_buyer_name,BOAMP:21-142703
21-144079,2021-10-28,2021-11-29,,Ecole National Sup. d'Arts et Métiers,75|13|51|49|71|33|57|59,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,FOURNITURES,5|1|,Matériel de sécurité,DG21.28,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:21-144079,legacy,32571000,32571000,,75013,Paris,,24.0,DUREE_MOIS,,,21-144079,data/raw/boamp_current,21-144079,2021,Ecole National Sup. d'Arts et Métiers,ecole national sup arts metiers,dg21 28,,,,,,32571000,32571000,32,325,3257,32571,False,False,,0,0,0,,24.0,0,24.0,False,CAT04,Telecom & Networks,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,29.2,,1,PARFAIRE (PARFAIRE),query=ecole national sup arts metiers,NAME:ecole national sup arts metiers,NAME,normalized_buyer_name,BOAMP:21-144079
